Genes	ctrl_1	ctrl_2	ctrl_3	ctrl_4	ctrl_5	trt_1	trt_2	trt_3	trt_4	trt_5
B3GALT5	1333	510	1158	732	1410	5474	13553	8508	8908	5401
B3GALT6	1114	936	1580	911	411	1286	1241	1281	1021	1099
B3GAT1	3968	888	1675	1882	868	1625	2085	801	565	2427
B3GAT2	3077	1311	2221	1971	2143	987	491	1665	2086	1813
B3GAT3	845	407	741	1156	1512	1229	656	247	323	77
B3GLCT	435	1814	373	684	2071	2731	1587	935	2287	842
B3GNT2	154	290	177	142	211	160	339	570	264	251
B3GNT3	2666	2239	2303	2445	758	3391	1564	1541	4310	2108
B3GNT4	1529	619	2301	1976	482	1231	1627	1157	1569	783
B3GNT5	3468	710	1037	1057	2893	7011	1994	3386	2081	1198
B3GNT6	1702	2009	573	2665	2906	570	582	370	232	258
B3GNT7	1335	1076	1604	1250	822	613	656	2118	511	1493
B3GNT8	1331	1476	1046	1902	1161	2004	1001	1389	1917	704
B3GNT9	1162	863	482	251	434	316	1295	518	1590	986
B3GNTL1	668	601	493	669	413	557	186	1372	774	407
B4GALNT1	310	1436	450	1229	371	269	881	523	937	897
B4GALNT2	811	1654	755	931	816	1922	521	218	1912	640
B4GALNT3	174	193	408	1347	557	421	416	287	215	310
B4GALNT4	1673	509	209	908	1713	1258	460	2068	2572	1644
B4GALT1	994	1108	1327	204	1257	1848	489	1212	719	438
B4GALT2	1417	1711	2240	2026	976	1498	824	857	363	530
B4GALT3	205	609	927	797	2048	773	3482	1637	1901	1889
B4GALT4	488	1623	954	1346	1620	802	282	1032	888	2335
B4GALT5	2526	1385	1484	2756	463	1252	1584	3860	2323	3950
B4GALT6	1147	954	1010	347	671	1466	1077	1434	2007	1620
B4GALT7	1694	2109	1071	759	1636	648	2389	1451	2060	1041
B4GAT1	1832	455	580	752	754	555	572	644	697	697
B9D1	406	325	1439	853	455	964	1503	1530	605	743
B9D2	665	903	1554	883	717	954	280	575	1061	175
BAALC	1425	1000	1130	1274	1434	565	1018	1003	479	2124
BAAT	1326	1951	2084	1478	2025	835	1458	467	1380	1502
BABAM1	431	1443	660	282	698	1909	1036	1142	809	567
BABAM2	970	350	567	725	685	939	301	797	816	533
BACE1	1287	3667	421	2839	1096	1893	3684	990	1535	1759
BACE2	798	1482	957	1139	2335	1197	1715	1138	1062	2304
BACH1	723	766	402	586	347	5779	3231	2093	2240	5938
BACH2	1204	299	1264	1028	1424	1006	682	1265	1805	869
BAD	592	2104	2067	1125	1916	1356	1524	1309	1633	1417
BAG1	1836	2292	732	4668	1928	945	1405	1986	1196	1674
BAG2	527	732	744	2292	814	1227	1127	565	364	798
BAG3	218	168	135	726	369	69	44	121	44	71
BAG4	511	909	319	1380	218	964	599	736	1072	327
BAG5	562	778	1255	1125	1138	1077	817	1884	590	194
BAG6	723	863	1521	1136	3631	1069	2128	1034	3981	2129
BAGE	666	1165	149	424	364	419	1039	866	521	165
BAGE2	2336	4948	1572	1939	1214	319	423	299	184	446
BAGE3	878	1574	220	1311	1359	1037	923	851	1434	1636
BAGE4	845	1397	1659	2394	1819	2799	3562	1858	1172	1377
BAGE5	22	120	14	89	73	16	48	71	125	82
BAHCC1	1575	511	1022	1486	1408	819	1977	723	2568	2600
BAHD1	2011	2480	1547	2500	676	1025	2370	1589	2342	1428
BAIAP2	2475	1944	678	1906	4180	601	1007	2909	1692	5396
BAIAP2L1	64	39	47	70	33	26	131	38	125	79
BAIAP2L2	926	1120	467	511	229	429	721	554	167	265
BAIAP3	348	1461	1196	803	1973	3089	510	480	2481	916
BAK1	68	80	153	55	41	43	67	62	126	34
BAMBI	204	33	111	87	98	157	177	187	146	181
BANF1	364	287	249	665	501	311	1025	268	361	702
BANF2	630	1137	305	548	783	2287	1250	583	1290	659
BANK1	392	994	836	1189	958	513	207	767	1024	1804
BANP	107	26	160	72	189	95	44	120	158	129
BAP1	827	440	385	565	208	485	901	207	1204	293
BARD1	649	1399	693	1240	722	885	720	974	539	1243
BARHL1	523	342	1251	1156	1875	293	503	553	816	778
BARHL2	285	236	294	280	192	201	340	566	447	146
BARX1	1146	748	230	993	1067	395	676	816	419	361
BARX2	323	326	1623	971	1822	1384	2925	1593	1835	1986
BASP1	2909	1528	5641	442	1663	1363	1636	1598	1440	3319
BATF	888	968	2035	824	1735	2467	1293	771	2017	2642
BATF2	1164	4087	2621	1800	691	2416	461	1113	919	596
BATF3	300	875	343	949	289	845	666	526	311	503
BAX	1691	383	853	1303	2217	740	1071	1195	2093	1066
BAZ1A	1005	469	611	356	493	933	480	559	72	348
BAZ1B	1273	199	359	2296	730	1010	737	758	3371	2829
BAZ2A	470	503	1225	454	1166	707	460	843	194	699
BAZ2B	2632	1142	1158	2197	2447	1625	852	1330	1139	2291
BBC3	189	1111	383	312	808	542	410	1437	969	339
BBIP1	115	117	42	170	62	106	116	47	105	40
BBOF1	568	3057	659	2212	866	1254	836	1955	2645	952
BBOX1	23	51	126	29	41	56	7	152	80	127
BBS1	1312	301	384	859	586	187	111	209	114	147
BBS10	84	119	61	50	62	36	68	37	22	11
BBS12	1023	816	131	327	451	1531	228	364	930	338
BBS2	182	106	280	155	149	212	387	39	93	84
BBS4	3231	1028	1775	279	1028	1478	1466	1108	1354	1546
BBS5	880	1206	974	1608	421	542	1239	1604	631	1383
BBS7	900	766	523	1191	793	167	786	1163	526	884
BBS9	302	1226	751	479	361	306	210	557	851	507
BBX	2208	3276	1580	1444	1879	1621	600	2233	2266	3032
BCAM	519	4301	1925	3033	1099	858	796	1561	907	401
BCAN	1457	679	2623	433	1584	2169	777	358	1455	3370
BCAP29	1328	2194	1075	633	1760	562	3244	1352	486	1030
BCAP31	591	676	1197	1423	2113	3509	2425	1055	1746	1873
BCAR1	264	1857	2719	1085	1273	510	1401	2644	3957	1987
BCAR3	870	543	911	1505	891	1243	807	1915	1925	598
BCAS1	605	499	901	250	202	386	132	666	402	390
BCAS2	915	947	668	1494	3329	1278	360	950	1142	848
BCAS3	775	564	1950	500	931	638	929	1660	1632	726
BCAS4	776	1005	1133	1391	2035	1188	1024	1145	2629	1863
BCAT1	1479	1343	1901	2383	438	4563	12369	4856	5850	6659
BCAT2	1455	3480	806	2208	1268	1496	873	1529	1116	820
BCCIP	1855	1365	334	985	1805	1329	3086	688	3209	1171
BCDIN3D	68	162	226	207	121	127	86	187	142	143
BCHE	80	22	138	214	385	101	80	82	135	104
BCKDHA	534	556	353	559	307	170	497	652	443	321
BCKDHB	1313	739	1095	2840	2658	2009	3236	1410	2271	417
BCKDK	573	1728	1577	1835	648	1263	3983	1221	1012	271
BCL10	167	2103	1843	1709	401	492	1711	3383	1975	1109
BCL11A	1439	1513	2892	2939	862	825	822	480	771	1507
BCL11B	1764	2123	929	1095	1634	2440	1315	1884	1019	1932
BCL2	2030	5162	1336	860	686	1604	1528	2138	1252	2151
BCL2A1	1982	1442	3570	1599	2601	962	1714	1360	2509	698
BCL2L1	2001	487	1396	1987	1877	1329	1016	1266	645	396
BCL2L10	241	1473	389	1087	1164	1376	692	1239	1155	1547
BCL2L11	732	918	887	303	174	170	764	160	426	369
BCL2L12	459	2348	1189	923	1440	1644	1579	615	1239	671
BCL2L13	1105	982	519	353	670	276	796	361	721	292
BCL2L14	258	581	184	420	316	454	384	203	564	120
BCL2L15	1824	1296	1116	506	1285	2377	1325	3738	1232	2549
BCL2L2	460	991	1180	1750	1225	443	1407	811	1020	779
BCL2L2-PABPN1	2609	3124	397	2447	5652	2683	724	1888	664	2213
BCL3	649	293	931	707	455	2470	2689	2012	1630	5080
BCL6	949	709	1050	506	1472	2356	2151	638	1374	1216
BCL6B	565	700	1273	2288	1323	738	1618	1068	740	1651
BCL7A	368	495	392	76	299	277	294	662	183	89
BCL7B	2020	1056	540	1177	588	4099	2667	1122	3243	1840
BCL7C	842	422	423	304	771	464	315	483	726	436
BCL9	538	181	150	594	81	146	167	399	176	553
BCL9L	365	568	1069	1179	411	183	48	215	64	137
BCLAF1	743	237	176	312	518	325	331	150	1107	104
BCLAF3	477	1189	1215	1086	2119	2049	799	2139	1977	1171
BCO1	180	68	56	49	143	112	136	182	45	29
BCO2	1004	1272	1245	672	1770	1115	745	550	1762	1722
BCOR	584	1800	2846	492	1387	2422	844	834	370	1942
BCORL1	887	675	1311	891	748	339	837	940	1609	813
BCR	877	3076	1146	1340	2675	1131	1950	1838	567	527
BCS1L	1781	1609	920	364	808	7133	2718	3673	5799	4611
BDH1	1576	1114	682	1249	2470	888	1043	2880	777	2573
BDH2	351	353	633	312	523	425	723	338	1279	160
BDKRB1	2828	1449	576	605	1250	8836	5213	5777	5868	2028
BDKRB2	1909	839	1054	1216	2147	12186	5285	2291	9041	7206
BDNF	812	1379	1867	1238	1322	911	883	653	362	848
BDP1	578	543	161	431	885	805	405	327	321	166
BEAN1	566	238	854	998	1248	264	157	88	121	170
BECN1	1366	1228	1674	719	2122	1712	1394	2788	941	579
BECN2	264	2044	989	1398	941	277	566	835	519	1329
BEGAIN	1108	429	1363	2090	571	1237	2197	2616	399	1752
BEND2	336	322	144	224	328	285	116	171	226	179
BEND3	890	2731	916	997	3914	3267	5057	1673	1598	1625
BEND4	570	422	267	376	612	89	390	491	314	312
BEND5	258	768	711	477	319	614	341	431	90	491
BEND6	1512	2847	460	1346	1523	1814	652	472	1220	1679
BEND7	258	57	164	99	191	75	170	211	113	503
BEST1	167	72	60	97	172	121	20	41	122	54
BEST2	315	513	566	159	142	698	630	480	316	1527
BEST3	739	869	2269	492	1285	493	1134	1564	743	1394
BEST4	3997	920	1244	865	2757	2415	2813	1836	2745	881
BET1	3270	1707	2631	598	2597	755	663	1849	1928	265
BET1L	866	1673	668	658	1238	989	705	1708	751	1128
BEX1	85	114	76	156	100	54	116	93	108	80
BEX2	1265	1260	667	612	267	1758	196	1014	652	1872
BEX3	2118	608	1586	1347	1132	583	1750	741	746	377
BEX4	728	808	786	300	1011	786	567	1429	745	887
BEX5	248	293	483	273	464	319	309	322	405	106
BFAR	439	588	272	1069	508	166	903	647	328	665
BFSP1	1493	3050	1442	1777	1940	1887	451	1615	1641	2224
BFSP2	127	746	504	804	540	741	1704	1906	1219	484
BGLAP	419	2961	815	1819	1313	1890	2829	1347	2716	1663
BGN	430	597	833	597	865	730	1051	167	209	262
BHLHA15	201	313	236	415	348	471	381	53	1048	838
BHLHA9	1703	572	595	745	779	636	843	234	994	1177
BHLHB9	2700	541	542	463	1258	232	557	454	760	619
BHLHE22	58	118	166	138	77	54	57	85	46	124
BHLHE23	195	257	423	281	261	321	115	132	317	395
BHLHE40	499	142	224	467	238	557	319	496	528	161
BHLHE41	239	267	140	397	275	121	237	504	57	189
BHMG1	92	862	610	783	413	482	971	1285	677	614
BHMT	3983	2584	6536	1468	2472	2445	4474	3840	2458	2882
BHMT2	744	848	540	1024	899	1756	880	401	1643	788
BICC1	518	1971	2281	1171	802	695	1917	642	230	1215
BICD1	1415	902	1068	1194	496	346	1505	375	948	611
BICD2	959	950	1329	1481	1051	600	744	1095	987	497
BICDL1	43	93	27	99	141	150	121	48	239	84
BICDL2	310	895	570	331	656	312	1004	538	377	536
BICRA	1140	1897	603	1582	745	359	1436	298	1358	739
BICRAL	513	607	282	374	326	475	1267	2137	341	2761
BID	2413	1665	777	900	1147	1373	402	3764	809	1341
BIK	1146	413	1434	307	1020	951	691	644	497	1690
BIN1	1255	275	1051	401	489	289	517	592	206	837
BIN2	199	192	936	395	155	1410	1169	413	1805	2168
BIN3	309	930	588	828	435	2403	513	2491	1388	1256
BIRC2	2058	416	964	605	927	2005	1365	1123	3400	2174
BIRC3	341	674	244	753	835	488	827	296	385	597
BIRC5	326	428	157	612	1011	619	494	288	259	1347
BIRC6	601	1391	637	2981	675	665	1919	964	689	864
BIRC7	536	299	110	314	250	99	54	86	146	92
BIRC8	1900	1958	1578	1619	1622	687	418	415	450	94
BIVM	951	575	2347	2806	1445	864	1856	1302	1410	688
BIVM-ERCC5	254	242	172	237	246	402	156	303	421	193
BLCAP	58	75	212	118	119	144	123	64	163	158
BLID	805	620	1975	916	781	1747	975	854	1763	3854
BLK	955	854	1411	933	150	1019	393	794	914	414
BLM	149	285	206	509	219	1208	227	293	669	1546
BLMH	821	1645	1951	1464	802	1025	689	2376	1630	2251
BLNK	261	958	346	903	628	475	385	332	598	605
BLOC1S1	1010	1135	1481	826	714	2586	5865	6069	817	2102
BLOC1S2	406	82	297	412	892	792	641	335	265	501
BLOC1S3	1143	2410	410	1529	1674	1808	565	1174	1648	487
BLOC1S4	522	300	662	1420	380	290	719	773	915	397
BLOC1S5	1446	1436	1231	3229	4501	949	1176	1385	3718	1196
BLOC1S6	1464	2556	709	1484	2428	2553	2296	2360	2485	1260
BLVRA	544	141	148	553	446	173	205	531	350	146
BLVRB	553	431	1347	1429	1021	676	1136	933	1577	339
BLZF1	1391	1204	605	612	800	1023	255	425	971	875
BMF	997	477	818	1374	1134	1040	605	1051	679	574
BMI1	575	443	1269	1318	3130	1657	734	1373	1181	2234
BMP1	368	1198	740	666	1235	942	1136	444	1126	1189
BMP10	200	259	138	115	60	34	79	203	141	129
BMP15	2518	715	2109	1982	792	1643	1655	679	322	916
BMP2	47	176	47	39	186	119	26	38	74	21
BMP2K	1676	69	489	984	2700	6305	7214	7241	5276	5458
BMP3	778	1812	953	1140	1099	1315	1168	794	978	978
BMP4	300	555	413	309	542	620	879	1150	189	505
BMP5	837	783	411	318	465	905	343	586	1511	803
BMP6	1231	2055	4629	1459	1531	187	416	504	393	244
BMP7	4567	2444	3571	3682	1110	1091	3561	1388	1011	1301
BMP8A	1092	1465	933	509	845	105	336	169	228	94
BMP8B	485	465	331	593	684	99	299	388	576	1075
BMPER	2391	1084	2168	355	1822	1596	770	836	1201	1456
BMPR1A	193	55	85	89	54	71	57	88	84	87
BMPR1B	215	178	34	259	203	208	63	340	67	120
BMPR2	123	124	439	251	202	148	322	90	142	326
BMS1	266	440	399	918	509	508	364	875	214	1015
BMT2	507	260	482	1607	934	2556	2756	1168	1141	1793
BMX	3590	4959	2119	5180	2998	2400	2184	2172	844	1045
BNC1	985	2319	1014	1241	373	242	210	171	297	547
BNC2	348	183	72	214	289	123	157	87	131	260
BNIP1	650	1679	1167	378	626	1980	946	1823	917	484
BNIP2	1068	344	1086	425	1151	1798	1300	1740	1480	680
BNIP3	513	449	128	106	213	235	445	23	644	335
BNIP3L	2206	963	1224	1731	2084	1628	1900	807	3150	2238
BNIPL	1625	1309	2014	477	1481	403	1018	568	497	937
BOC	1320	3553	2476	1938	2173	790	933	3782	1702	2898
BOD1	838	451	751	316	1281	317	509	407	1881	827
BOD1L1	716	715	828	1207	1307	9295	3897	6669	4326	7024
BOD1L2	309	225	203	75	261	65	73	99	30	4
BOK	1082	240	1150	1050	805	538	790	1430	1143	1371
BOLA1	573	470	442	296	976	210	325	341	982	555
BOLA2	313	1874	2397	1149	836	970	1879	576	822	1196
BOLA2B	2447	2799	1417	480	645	949	1300	519	1520	3773
BOLA2-SMG1P6	712	1005	1158	3805	1161	144	391	139	681	470
BOLA3	1648	346	5776	1728	2048	1032	421	3394	1584	1523
BOLL	1526	1171	1264	1389	1040	1141	3082	2870	1658	1277
BOP1	248	352	519	324	803	883	681	905	527	490
BORA	418	626	1263	1025	1206	2093	1931	314	959	1135
BORCS5	1044	2752	3188	1264	1334	900	536	991	1616	1274
BORCS6	1900	3802	1452	1517	2207	645	972	448	1317	1028
BORCS7	484	1357	1908	1325	1116	2813	597	1678	718	1445
BORCS8	152	294	560	207	457	4266	2932	5347	1499	1119
BORCS8-MEF2B	294	59	174	275	400	122	325	358	98	103
BPGM	1681	826	2043	1602	1317	1312	1444	1218	2607	1007
BPHL	965	756	1187	947	85	1280	310	366	1046	1287
BPI	211	387	473	188	246	109	491	328	291	230
BPIFA1	1078	1761	812	527	707	2562	686	1305	1270	2612
BPIFA2	1335	2383	2615	4471	1354	2054	1625	1739	2456	1553
BPIFA3	579	48	461	266	681	338	707	333	288	253
BPIFB1	695	450	1834	1619	2243	507	2550	1130	539	2025
BPIFB2	706	3704	2311	1150	2168	2973	551	1186	775	2638
BPIFB3	1570	3267	2525	3620	2064	1635	3109	3811	1931	593
BPIFB4	1838	2382	4108	968	977	1520	3152	1514	2098	693
BPIFB6	1840	1027	1164	1274	617	1728	1821	1491	2191	896
BPIFC	1576	443	783	1380	882	1264	362	875	633	807
BPNT1	87	37	30	92	87	132	169	88	28	29
BPTF	110	135	261	307	118	163	228	113	279	257
BPY2	438	461	438	2123	783	581	711	747	1187	305
BPY2B	1087	793	151	954	473	1529	224	1126	519	605
BPY2C	214	380	221	82	117	240	108	334	216	385
BRAF	787	921	340	256	894	3122	1065	784	2610	2432
BRAP	645	214	281	285	181	269	163	537	793	512
BRAT1	875	440	3238	452	741	2392	543	553	1316	2007
BRCA1	644	371	254	699	844	622	710	799	728	787
BRCA2	660	1439	2375	1820	411	782	558	853	675	1370
BRCC3	1135	1030	1308	244	416	466	128	238	469	100
BRD1	96	176	147	55	82	257	63	178	248	159
BRD2	2784	953	1538	1147	2451	2638	2418	1611	2239	4375
BRD3	2771	1528	403	906	729	101	225	230	380	37
BRD3OS	381	1196	1130	1062	328	704	458	1401	886	710
BRD4	184	514	277	221	280	51	86	39	47	97
BRD7	1802	401	458	2056	570	298	481	551	279	405
BRD8	108	159	79	102	189	159	40	44	250	41
BRD9	469	974	230	1142	518	1046	629	1035	297	766
BRDT	623	339	1963	442	1288	1221	1169	2326	685	467
BRF1	2575	141	535	3850	1889	2149	2393	2968	2592	1732
BRF2	1745	1599	948	784	1079	1017	1788	1447	1022	1133
BRI3	547	468	132	207	246	168	89	387	109	456
BRI3BP	428	220	277	161	296	282	818	912	251	435
BRICD5	1757	624	843	274	957	161	626	1988	996	900
BRINP1	361	263	411	357	296	464	408	689	617	472
BRINP2	77	166	60	33	262	114	167	25	64	188
BRINP3	2563	650	1682	269	666	297	411	364	95	204
BRIP1	147	56	139	282	184	48	85	82	66	63
BRIX1	1788	2802	1386	934	2034	1887	966	554	2191	1371
BRK1	91	323	314	378	128	596	176	135	460	126
BRMS1	1206	2870	3465	2979	2143	2276	1093	2597	2939	1727
BRMS1L	532	653	408	432	584	477	2055	1128	1986	1337
BROX	2179	650	2744	1848	1306	2050	1763	2759	989	1161
BRPF1	340	181	100	267	311	262	92	172	209	297
BRPF3	1726	645	538	1964	2229	945	1277	540	1438	3476
BRS3	658	492	972	690	1488	1676	1197	2964	1923	321
BRSK1	139	2412	2949	1371	2280	839	3020	829	929	1540
BRSK2	392	745	1157	1217	1674	113	135	488	349	229
BRWD1	2876	713	1349	1209	1695	192	190	799	820	822
BRWD3	22	86	109	88	43	62	49	20	61	23
BSCL2	2243	1746	785	1152	263	1189	872	1104	735	512
BSDC1	1311	2394	2050	208	793	1493	2451	4860	1219	1086
BSG	847	857	497	1995	1054	1806	1497	525	851	590
BSN	400	190	309	295	332	356	117	104	231	297
BSND	1308	837	491	959	607	615	603	1160	1275	400
BSPH1	1596	2655	3587	2303	748	3283	2451	4260	6422	5066
BSPRY	309	234	72	83	554	28	183	174	104	33
BST1	572	380	533	497	514	443	592	335	387	396
BST2	333	569	225	668	194	417	316	365	147	226
BSX	1631	953	1534	948	1786	1187	1761	1675	1701	745
BTAF1	40	361	132	146	322	157	100	239	218	139
BTBD1	814	753	1266	2050	657	1921	1409	984	2089	715
BTBD10	358	263	836	1038	604	1125	563	580	918	370
BTBD11	1249	4190	1354	1727	1342	670	725	507	2924	1422
BTBD16	757	1820	3331	1259	2894	1930	721	1977	1378	2104
BTBD17	346	107	175	177	502	139	129	169	160	170
BTBD18	857	803	402	1286	210	21	85	182	155	205
BTBD19	732	1763	1046	1438	1640	974	1162	1563	1901	948
BTBD2	525	378	936	1424	625	286	658	357	424	171
BTBD3	617	1262	390	912	727	120	979	586	611	198
BTBD6	249	2499	1479	931	649	743	1426	1571	222	840
BTBD7	1833	1609	861	2812	1959	1946	1518	1727	1223	3374
BTBD8	1824	1851	1819	549	1289	1320	336	1751	1070	1019
BTBD9	719	860	208	1194	510	431	315	666	808	452
BTC	805	1549	1106	744	1538	1615	403	426	828	674
BTD	678	353	271	241	835	460	229	211	430	282
BTF3	1834	1773	1651	321	429	2351	2303	1245	2712	497
BTF3L4	4921	927	4187	1913	2088	443	233	218	672	352
BTG1	1643	1508	803	1959	2208	2611	2289	1068	2278	1691
BTG2	110	121	54	91	102	125	52	126	93	178
BTG3	1856	869	1915	582	492	1308	533	1067	594	683
BTG4	386	285	1240	149	691	801	338	359	449	488
BTK	602	874	535	831	490	468	666	391	965	438
BTLA	729	1499	3944	595	1137	1871	1889	1674	2269	424
BTN1A1	527	463	391	391	835	382	301	655	638	402
BTN2A1	243	2127	1198	2822	878	2461	1074	468	1057	1524
BTN2A2	1795	2276	1750	1498	2118	2616	426	1699	1849	1407
BTN3A1	5705	1428	399	765	4955	3193	862	3155	2985	2653
BTN3A2	818	1347	1201	1290	1506	1466	1326	724	1901	1595
BTN3A3	997	2483	1071	1404	803	256	1646	1196	2079	2512
BTNL10	730	1047	249	719	1260	315	113	390	228	318
BTNL2	598	82	434	344	310	519	154	367	996	286
BTNL3	2021	2059	1152	848	259	358	854	727	894	1548
BTNL8	754	1274	819	745	633	1260	2023	665	649	948
BTNL9	2123	1709	1764	854	2705	392	329	416	458	345
BTRC	243	284	367	901	1439	8950	6852	4753	11195	3113
BUB1	589	1197	1101	580	644	207	272	161	212	68
BUB1B	303	207	646	196	472	1058	784	266	513	388
BUB1B-PAK6	307	392	70	87	185	338	541	229	408	235
BUB3	798	2332	1905	622	1643	1788	1416	1792	1756	1380
BUD13	997	2580	1131	1353	662	608	2339	1162	1752	1175
BUD23	1774	346	4756	74	2385	1828	1439	882	2680	1601
BUD31	1139	322	973	1536	327	1231	570	550	853	888
BVES	292	616	54	386	176	549	340	467	705	692
BYSL	1145	788	2318	932	218	1031	679	1677	1896	1028
BZW1	963	1681	2221	1699	792	4725	2899	886	246	1273
BZW2	369	508	807	840	1512	661	1402	1696	1476	1498
C10orf105	705	1700	3310	522	486	1774	1639	2274	909	698
C10orf111	436	315	178	1065	1191	742	712	510	350	1656
C10orf113	1309	2316	1279	2185	1340	1478	1197	2095	666	1192
C10orf120	1201	1309	2449	2990	1288	1981	1103	1450	1462	751
C10orf126	1010	902	1078	836	1406	941	1121	564	1576	1660
C10orf142	983	1037	782	1119	656	1838	1028	704	890	1847
C10orf143	1241	801	849	1367	620	911	712	1640	959	1516
C10orf25	889	1318	626	1625	1078	1034	610	1484	367	876
C10orf53	800	1119	1582	1554	1078	818	1405	1857	1000	2157
C10orf55	1951	1146	618	1771	2020	1186	455	277	684	1140
C10orf62	699	758	513	910	1347	1768	505	1946	1404	1353
C10orf67	299	187	358	199	178	283	341	344	160	234
C10orf71	2415	2344	2106	1345	2074	2442	4947	2140	1145	994
C10orf82	254	1484	823	2433	1611	1235	1126	835	1003	1508
C10orf88	1177	1942	759	425	132	749	850	1594	1100	911
C10orf90	1672	1921	861	1988	788	183	668	76	55	350
C10orf95	219	113	134	403	115	110	123	108	285	141
C10orf99	79	142	87	24	267	603	893	724	118	996
C11orf1	652	759	885	576	301	851	839	596	596	923
C11orf16	1505	1082	726	2175	1292	354	217	407	1064	944
C11orf21	384	716	703	1743	1454	4262	1044	649	1420	2649
C11orf24	913	393	1137	972	2483	1956	863	700	736	1459
C11orf40	411	605	688	1168	1240	542	562	1291	1593	701
C11orf42	752	888	799	905	1292	384	1712	917	685	988
C11orf44	360	873	435	260	320	369	324	247	278	366
C11orf45	256	382	307	304	144	80	6	88	81	79
C11orf49	2049	770	1257	936	1930	1272	584	2124	302	2732
C11orf52	3482	2387	2094	528	795	1948	2517	1921	2351	3104
C11orf53	177	881	2133	1264	1507	976	1324	714	1161	1679
C11orf54	2252	2754	156	880	1379	2307	1470	288	1409	2129
C11orf58	1683	665	1125	2324	2051	1028	760	1196	2483	1302
C11orf65	165	561	230	272	269	200	365	360	419	176
C11orf68	1158	705	534	889	3379	7643	6485	5040	3352	7603
C11orf71	1621	1654	654	885	1760	1502	1118	641	901	592
C11orf74	893	1123	316	1030	2201	1489	1358	1564	1223	882
C11orf80	686	369	1744	897	767	93	385	1002	1173	350
C11orf86	390	1074	2837	1739	841	1363	1439	1832	1762	287
C11orf87	1253	1356	1633	1665	839	3325	1637	971	1654	1040
C11orf88	118	199	211	283	145	85	77	115	307	280
C11orf91	1854	321	3102	1092	270	534	3548	952	501	1528
C11orf94	249	82	245	156	215	483	349	353	367	121
C11orf95	1013	1572	2757	2372	1635	562	843	2148	3263	876
C11orf96	570	1123	690	542	1947	158	101	373	86	238
C11orf97	922	1000	1053	4048	1895	2934	839	1687	988	1568
C11orf98	504	274	237	1162	1568	1472	583	460	653	1179
C12orf10	374	302	323	275	440	125	94	409	109	151
C12orf29	148	150	237	164	149	67	95	140	138	59
C12orf4	641	472	675	179	465	321	550	920	396	966
C12orf40	519	1445	386	323	529	438	730	696	593	284
C12orf42	2829	665	1103	1601	1167	516	2795	268	1169	2323
C12orf43	120	83	19	182	127	38	112	100	67	41
C12orf45	966	1484	1441	370	1164	730	2747	3962	3609	3255
C12orf49	362	1239	1292	449	918	58	190	265	130	509
C12orf50	246	1217	1873	520	586	2448	764	3078	841	2254
C12orf54	3191	1337	1563	889	1158	1205	1767	756	2826	1491
